article,keywords,volume,issue,year
10,Bem Sex Role Inventory,69,4,2009
10,BSRI,69,4,2009
10,construct validation,69,4,2009
10,exploratory factor analysis,69,4,2009
10,confirmatory factor analysis,69,4,2009
1,differential item functioning,69,5,2009
1,scale purification,69,5,2009
1,item response theory,69,5,2009
1,confirmatory factor analysis,69,5,2009
1,MIMIC,69,5,2009
2,differential item function,69,5,2009
2,item response theory,69,5,2009
2,multidimensionality,69,5,2009
3,parallel analysis,69,5,2009
3,Pearson correlation,69,5,2009
3,polychoric correlation,69,5,2009
4,validity,69,5,2009
4,construct,69,5,2009
4,vertical scale,69,5,2009
4,reading assessment,69,5,2009
5,computerized classification testing,69,5,2009
5,adaptive testing,69,5,2009
5,item selection,69,5,2009
5,item response theory,69,5,2009
6,construct validity,69,5,2009
6,developmental,69,5,2009
6,measurement,69,5,2009
6,motivation,69,5,2009
6,engagement,69,5,2009
6,students,69,5,2009
7,item selection methods,69,5,2009
7,progress monitoring,69,5,2009
7,numeracy,69,5,2009
7,preschool sample,69,5,2009
7,Head Start,69,5,2009
8,Pay Satisfaction Questionnaire,69,5,2009
8,contented female worker paradox,69,5,2009
8,measurement invariance,69,5,2009
8,pay satisfaction,69,5,2009
8,gender differences,69,5,2009
9,mode of test administration,69,5,2009
9,Raven Standard Progressive Matrices,69,5,2009
9,validity,69,5,2009
9,reliability,69,5,2009
10,self-efficacy,69,5,2009
10,validity,69,5,2009
10,factor analysis,69,5,2009
10,structural equation modeling,69,5,2009
10,high school chemistry,69,5,2009
2,meta-analysis,69,6,2009
2,generalizability theory,69,6,2009
2,variance component,69,6,2009
2,performance assessment,69,6,2009
2,task-sampling variation,69,6,2009
3,item response theory,69,6,2009
3,model fit,69,6,2009
3,generalized partial credit model,69,6,2009
3,kernel smoothing,69,6,2009
3,parametric bootstrapping,69,6,2009
4,missing data,69,6,2009
4,multiple imputation,69,6,2009
4,confirmatory factor analysis,69,6,2009
4,auxiliary variables,69,6,2009
4,test validity,69,6,2009
5,confirmatory common factor method,69,6,2009
5,oblique multiple group method,69,6,2009
5,comparative study,69,6,2009
5,modification indices,69,6,2009
6,growth scores,69,6,2009
6,NCLB,69,6,2009
6,alignment,69,6,2009
7,automated scoring,69,6,2009
7,writing ability,69,6,2009
7,developmental scale,69,6,2009
8,differential item functioning,69,6,2009
8,item response theory,69,6,2009
8,test score validity,69,6,2009
8,intelligence testing,69,6,2009
9,distributed leadership,69,6,2009
9,exploratory factor analysis,69,6,2009
9,confirmatory factor analysis,69,6,2009
10,absorptive capacity,69,6,2009
10,community of practice,69,6,2009
10,knowledge management,69,6,2009
10,organizational learning,69,6,2009
11,emotional intelligence,69,6,2009
11,measurement equivalence,69,6,2009
11,gender and ethnic group differences,69,6,2009
1,outliers,70,1,2010
1,reliability,70,1,2010
1,coefficient alpha,70,1,2010
1,Likert item responses,70,1,2010
1,rating scale,70,1,2010
2,feedback,70,1,2010
2,revision,70,1,2010
2,open-ended questions,70,1,2010
2,reliability,70,1,2010
2,test anxiety,70,1,2010
3,classification,70,1,2010
3,misclassification,70,1,2010
3,linear discriminant function analysis,70,1,2010
3,quadratic discriminant function analysis,70,1,2010
3,mixture model,70,1,2010
3,training data,70,1,2010
4,meta-analysis,70,1,2010
4,random-effects model,70,1,2010
4,effect size,70,1,2010
4,standardized mean difference,70,1,2010
5,data measurement,70,1,2010
5,measurement theory,70,1,2010
5,Markov chain Monte Carlo,70,1,2010
6,multisample confirmatory factor analysis,70,1,2010
6,latent mean structures,70,1,2010
6,measurement invariance,70,1,2010
6,test score validity,70,1,2010
6,intelligence testing,70,1,2010
7,competition,70,1,2010
7,competitive climate,70,1,2010
7,work environment,70,1,2010
7,scale development,70,1,2010
8,PANAS,70,1,2010
8,affect dimensions,70,1,2010
8,mood content categories,70,1,2010
8,CFA,70,1,2010
8,measurement validity,70,1,2010
9,subjective task value,70,1,2010
9,expectancy-value theory,70,1,2010
9,achievement-related choices,70,1,2010
9,college students,70,1,2010
10,measurement invariance,70,1,2010
10,ADHD,70,1,2010
10,Dean—Woodcock Sensory—Motor Battery,70,1,2010
1,MIRID,70,2,2010
1,NLMIXED,70,2,2010
1,cumulative logits,70,2,2010
1,adjacent-category logits,70,2,2010
1,nonlinear mixed model,70,2,2010
1,multilevel model,70,2,2010
2,MDS,70,2,2010
2,assessing dimensionality,70,2,2010
2,AIC,70,2,2010
3,Rasch model,70,2,2010
3,two-parameter logistic model,70,2,2010
3,2PL,70,2,2010
3,sufficient statistic,70,2,2010
3,discrimination,70,2,2010
3,unit,70,2,2010
3,metric,70,2,2010
3,person group,70,2,2010
4,reliability,70,2,2010
4,internal consistency estimates,70,2,2010
4,maximized lambda4,70,2,2010
4,maximal split-half reliability,70,2,2010
5,construct commensurability,70,2,2010
5,longitudinal analysis,70,2,2010
5,individual change,70,2,2010
5,growth modeling,70,2,2010
5,validity,70,2,2010
5,longitudinal invariance,70,2,2010
6,quantitative literacy,70,2,2010
6,mathematics education,70,2,2010
6,mathematical beliefs,70,2,2010
6,expectancy value,70,2,2010
6,confirmatory factor analysis,70,2,2010
6,exploratory factor analysis,70,2,2010
7,core self-evaluation,70,2,2010
7,measurement,70,2,2010
7,validity,70,2,2010
7,research design,70,2,2010
8,achievement,70,2,2010
8,goal,70,2,2010
8,multitrait and multimethod matrix,70,2,2010
8,multidimensional scaling,70,2,2010
8,physical education,70,2,2010
9,VARK,70,2,2010
9,learning styles,70,2,2010
9,multitrait—multimethod confirmatory factor analysis,70,2,2010
9,method effect,70,2,2010
9,testlet,70,2,2010
10,graduate school,70,2,2010
10,admissions tests,70,2,2010
10,validity,70,2,2010
10,Graduate Record Examination,70,2,2010
10,GRE,70,2,2010
10,meta-analysis,70,2,2010
10,standardized tests,70,2,2010
1,objective level scores,70,3,2010
1,subscore augmentation,70,3,2010
1,reliability,70,3,2010
2,coefficient alpha,70,3,2010
2,reliability,70,3,2010
2,confidence intervals,70,3,2010
2,simulation studies,70,3,2010
2,Fisher’s Z transformation,70,3,2010
3,pilot study,70,3,2010
3,sample size,70,3,2010
3,instrument development,70,3,2010
4,crossed random effects,70,3,2010
4,teacher effects,70,3,2010
4,multilevel,70,3,2010
4,growth model,70,3,2010
4,piecewise,70,3,2010
4,summer learning,70,3,2010
4,value added,70,3,2010
4,Bayesian,70,3,2010
5,Graded Response Model,70,3,2010
5,Multilevel Item Response Theory,70,3,2010
5,health-related quality of life,70,3,2010
5,Explanatory Item Response Model,70,3,2010
5,nonlinear mixed model,70,3,2010
5,PedsQL,70,3,2010
6,university attachment,70,3,2010
6,group attachment,70,3,2010
6,belonging,70,3,2010
6,construct validity,70,3,2010
7,homework purpose,70,3,2010
7,scale development,70,3,2010
7,factor analysis,70,3,2010
7,high school students,70,3,2010
8,confirmatory factor analysis,70,3,2010
8,ordinal data,70,3,2010
8,structural equation modeling,70,3,2010
8,multilevel modeling,70,3,2010
8,APCCS II-HST,70,3,2010
9,test score validity,70,3,2010
9,factor analysis,70,3,2010
9,cross-validation,70,3,2010
9,multisample confirmatory factor analysis,70,3,2010
10,work/family conflict,70,3,2010
10,coworker support,70,3,2010
10,organizational citizenship,70,3,2010
10,coworker backup,70,3,2010
1,differential item functioning (DIF),70,4,2010
1,kernel smoothing,70,4,2010
1,simulation study,70,4,2010
2,exploratory factor analysis,70,4,2010
2,estimation error,70,4,2010
2,factor loading standard errors,70,4,2010
2,power,70,4,2010
2,Type I error,70,4,2010
2,rotation,70,4,2010
3,coefficient HT,70,4,2010
3,invariant item ordering,70,4,2010
3,item response function for polytomous items,70,4,2010
3,item step response function,70,4,2010
3,polytomous item response theory models,70,4,2010
4,random responding,70,4,2010
4,validity,70,4,2010
4,artifact,70,4,2010
4,student,70,4,2010
4,samples,70,4,2010
4,attenuation,70,4,2010
5,bias,70,4,2010
5,WISC-IV,70,4,2010
5,differential prediction,70,4,2010
5,assessment,70,4,2010
6,scale,70,4,2010
6,work motivation,70,4,2010
6,self-determination theory,70,4,2010
6,intrinsic motivation,70,4,2010
6,extrinsic motivation,70,4,2010
7,situational interest,70,4,2010
7,interest development,70,4,2010
7,academic motivation,70,4,2010
7,classroom context,70,4,2010
8,emotional intelligence,70,4,2010
8,Big Five personality,70,4,2010
8,cognitive ability,70,4,2010
8,discriminant validity,70,4,2010
8,interrater agreement,70,4,2010
8,measurement equivalence,70,4,2010
9,cross-cultural validation,70,4,2010
9,trait emotional intelligence,70,4,2010
9,factor analysis,70,4,2010
9,international students,70,4,2010
9,self-report,70,4,2010
1,dimensionality,70,5,2010
1,item response theory,70,5,2010
1,Rasch model,70,5,2010
1,principal component analysis,70,5,2010
1,multivariate independence,70,5,2010
2,validity,70,5,2010
2,consequences,70,5,2010
2,consequential validity,70,5,2010
3,pretest sensitization effects,70,5,2010
3,pretest—posttest control design,70,5,2010
3,meta-analysis,70,5,2010
4,No Child Left Behind (NCLB),70,5,2010
4,trend analysis,70,5,2010
4,censored data,70,5,2010
4,large-scale reporting,70,5,2010
4,effect size,70,5,2010
5,statistical analyses,70,5,2010
5,methodology,70,5,2010
5,quantitative methods,70,5,2010
5,general linear model,70,5,2010
5,literature review,70,5,2010
6,Likert-type scale,70,5,2010
6,attitudes instrument,70,5,2010
6,survey design,70,5,2010
6,elementary students,70,5,2010
6,mathematics attitudes,70,5,2010
7,Herth Hope Scale,70,5,2010
7,psychometric evaluation,70,5,2010
7,factor analysis,70,5,2010
7,Spanish translation,70,5,2010
7,hope,70,5,2010
8,social behavior,70,5,2010
8,classroom behavior,70,5,2010
8,rating scale,70,5,2010
8,direct observation,70,5,2010
8,direct behavior rating,70,5,2010
8,generalizability theory,70,5,2010
8,educational measurement,70,5,2010
9,ADHD,70,5,2010
9,confirmatory factor analysis,70,5,2010
9,rating scale,70,5,2010
9,DSM-IV-TR,70,5,2010
9,SCALES,70,5,2010
10,classroom climate,70,5,2010
10,exploratory factor analysis,70,5,2010
10,confirmatory factor analysis,70,5,2010
1,parallel analysis,70,6,2010
1,factor analysis,70,6,2010
1,number of factors,70,6,2010
2,cognitive diagnosis,70,6,2010
2,computerized adaptive testing,70,6,2010
2,balanced attribute coverage,70,6,2010
2,recovery rate,70,6,2010
2,cognitive profile/state,70,6,2010
3,polytomous DIF,70,6,2010
3,Liu—Agresti estimator,70,6,2010
3,small samples,70,6,2010
4,semipartial correlation,70,6,2010
4,confidence interval,70,6,2010
4,bootstrap,70,6,2010
4,effect size,70,6,2010
5,differential item functioning,70,6,2010
5,classification,70,6,2010
5,classification tree,70,6,2010
6,test equating,70,6,2010
6,log-linear smoothing,70,6,2010
6,impossible scores,70,6,2010
6,external anchor,70,6,2010
6,scaled scores,70,6,2010
7,DIF,70,6,2010
7,Type I error,70,6,2010
7,logistic regression,70,6,2010
8,multilevel,70,6,2010
8,motivation,70,6,2010
8,engagement,70,6,2010
8,construct validity,70,6,2010
9,development,70,6,2010
9,measure,70,6,2010
9,technology acceptance,70,6,2010
9,preservice teachers,70,6,2010
9,structural equation modeling,70,6,2010
10,emotional intelligence,70,6,2010
10,measurement invariance,70,6,2010
10,confirmatory factor analysis,70,6,2010
10,emotional intelligence assessment,70,6,2010
11,adolescents,70,6,2010
11,Jamaica,70,6,2010
11,NEO-FFI,70,6,2010
11,personality,70,6,2010
11,validity,70,6,2010
12,ADHD,70,6,2010
12,confirmatory factor analysis,70,6,2010
12,adolescence,70,6,2010
12,parent report,70,6,2010
1,mixture models,71,1,2011
1,Rasch models,71,1,2011
1,R,71,1,2011
1,latent class analysis,71,1,2011
1,joint maximum likelihood estimation,71,1,2011
1,item response theory,71,1,2011
2,computerized classification testing,71,1,2011
2,sequential probability ratio test,71,1,2011
2,content balancing,71,1,2011
2,item exposure control,71,1,2011
3,computerized adaptive testing (CAT),71,1,2011
3,stopping rule,71,1,2011
3,testing burden,71,1,2011
4,invariance,71,1,2011
4,differential item functioning,71,1,2011
4,differential distractor functioning,71,1,2011
4,multiple-choice items,71,1,2011
5,rater consistency,71,1,2011
5,rater severity,71,1,2011
5,rater context effects,71,1,2011
6,test booklet design,71,1,2011
6,sparse data,71,1,2011
6,differential item functioning,71,1,2011
6,Mantel—Haenszel procedure,71,1,2011
7,factor analysis,71,1,2011
7,rotation criteria,71,1,2011
7,factor pattern loading standard errors,71,1,2011
7,interfactor correlations,71,1,2011
8,unfolding model,71,1,2011
8,computerized classification testing,71,1,2011
8,computerized adaptive testing,71,1,2011
8,mutual information,71,1,2011
8,sequential probability ratio test,71,1,2011
9,many-facet Rasch model,71,1,2011
9,hierarchical generalized linear model,71,1,2011
9,test accommodations,71,1,2011
9,students with disabilities,71,1,2011
9,mathematics assessments,71,1,2011
10,factor analysis,71,1,2011
10,learning style,71,1,2011
10,learning strategies,71,1,2011
10,growth,71,1,2011
10,item response theory,71,1,2011
11,reactance,71,1,2011
11,bifactor model,71,1,2011
11,validity,71,1,2011
11,Hong Psychological Reactance Scale,71,1,2011
12,intelligence,71,1,2011
12,measurement invariance,71,1,2011
12,Wechsler Adult Intelligence Scale: Fourth Edition,71,1,2011
12,construct validity,71,1,2011
12,cross-cultural study,71,1,2011
13,school bullying,71,1,2011
13,Rasch measurement,71,1,2011
13,multidimensional Rasch analysis,71,1,2011
13,test development,71,1,2011
14,survey of Internet risk,71,1,2011
14,Rasch analysis,71,1,2011
14,latent class analysis,71,1,2011
15,MBI,71,1,2011
15,burnout,71,1,2011
15,reliability generalization,71,1,2011
15,meta-analysis,71,1,2011
16,California Psychological Inventory (CPI),71,1,2011
16,empirical keying,71,1,2011
16,cross-cultural,71,1,2011
16,multigroup DIF,71,1,2011
17,advocacy,71,1,2011
17,social justice,71,1,2011
17,social issues,71,1,2011
17,scale development,71,1,2011
1,formative measurement,71,2,2011
1,causal indicators,71,2,2011
1,fixed-weight composite,71,2,2011
1,optimum causal indicator weights,71,2,2011
1,partial least squares,71,2,2011
2,structural equation modeling,71,2,2011
2,latent variable models,71,2,2011
2,covariance structure modeling,71,2,2011
3,EM algorithm,71,2,2011
3,maximum likelihood estimation,71,2,2011
3,mean and covariance structure,71,2,2011
3,linear and nonlinear constraints,71,2,2011
3,two-level structural equation model,71,2,2011
4,anchor test equating,71,2,2011
4,middle difficult anchor,71,2,2011
4,mini anchor,71,2,2011
5,item response theory,71,2,2011
5,scaling,71,2,2011
5,classification,71,2,2011
5,fixed common item parameter,71,2,2011
5,Stocking and Lord,71,2,2011
6,short form,71,2,2011
6,variance overlap,71,2,2011
6,guidelines,71,2,2011
6,randomization,71,2,2011
6,NMR Scale,71,2,2011
7,response latency,71,2,2011
7,response probability,71,2,2011
7,test information,71,2,2011
8,classification,71,2,2011
8,cognitive diagnosis,71,2,2011
8,latent class model,71,2,2011
9,power,71,2,2011
9,reliability,71,2,2011
9,noncentral F,71,2,2011
1,computerized adaptive testing,71,3,2011
1,response time,71,3,2011
1,testing fairness,71,3,2011
1,guessing behaviors,71,3,2011
1,test-taking effort,71,3,2011
1,pretest items,71,3,2011
1,item locations,71,3,2011
2,forced-choice format,71,3,2011
2,forced-choice questionnaires,71,3,2011
2,ipsative data,71,3,2011
2,comparative judgment,71,3,2011
2,multidimensional IRT,71,3,2011
3,computerized adaptive testing,71,3,2011
3,multidimensional adaptive testing,71,3,2011
3,item response theory,71,3,2011
3,Programme for International Student Assessment,71,3,2011
3,large-scale assessments,71,3,2011
4,nominal response model,71,3,2011
4,generalized partial credit model,71,3,2011
4,category boundary discrimination,71,3,2011
4,item and category information,71,3,2011
4,likelihood-ratio test,71,3,2011
4,Patient-Reported Outcomes Measurement Information Systems (PROMIS),71,3,2011
5,factor retention,71,3,2011
5,MAP,71,3,2011
5,minimum average partial,71,3,2011
5,polychoric correlation,71,3,2011
6,standard setting,71,3,2011
6,yes/no method,71,3,2011
6,bookmark method,71,3,2011
1,DIF,71,4,2011
1,IRT,71,4,2011
1,mixture models,71,4,2011
2,social and emotional skills,71,4,2011
2,measurement,71,4,2011
2,children,71,4,2011
3,SAT,71,4,2011
3,HSGPA,71,4,2011
3,college admissions,71,4,2011
3,differential prediction,71,4,2011
3,test-optional admission policies,71,4,2011
4,DIF,71,4,2011
4,missing data,71,4,2011
4,multiple imputation,71,4,2011
4,logistic regression,71,4,2011
4,SIBTEST,71,4,2011
4,IRTLR,71,4,2011
5,item response theory,71,4,2011
5,bifactor model,71,4,2011
5,ordinal factor analysis,71,4,2011
5,unidimensionality,71,4,2011
5,multidimensionality,71,4,2011
5,Schmid–Leiman transformation,71,4,2011
5,target rotations,71,4,2011
6,rule space method,71,4,2011
6,cognitive diagnostic measurement method,71,4,2011
6,attribute misspecification,71,4,2011
6,Q-matrix,71,4,2011
7,response format,71,4,2011
7,multiple choice,71,4,2011
7,item response theory,71,4,2011
7,linear logistic test model,71,4,2011
7,multidimensional item response theory,71,4,2011
1,measurement,71,5,2011
1,formative,71,5,2011
1,reflective,71,5,2011
1,causal indicators,71,5,2011
1,measurement theory,71,5,2011
1,psychometrics,71,5,2011
1,partial least squares,71,5,2011
1,structural equation modeling,71,5,2011
2,Item response theory,71,5,2011
2,unfolding,71,5,2011
2,multidimensionality,71,5,2011
2,Monte Carlo simulation,71,5,2011
3,subscores,71,5,2011
3,validity,71,5,2011
3,augmented subscore,71,5,2011
4,ANCOVA,71,5,2011
4,experimental design,71,5,2011
4,statistical power,71,5,2011
5,item response theory,71,5,2011
5,extreme response style,71,5,2011
5,nominal response model,71,5,2011
6,nonparametric item response theory,71,5,2011
6,model fit,71,5,2011
6,kernel smoothing,71,5,2011
6,posterior probabilities,71,5,2011
6,item characteristic curve estimation,71,5,2011
7,equivalence,71,5,2011
7,comparability,71,5,2011
7,MGCFA,71,5,2011
7,CBA,71,5,2011
8,discriminant analysis,71,5,2011
8,logistic regression,71,5,2011
8,multivariate adaptive regression splines,71,5,2011
8,classification and regression trees,71,5,2011
8,boosting,71,5,2011
8,generalized additive models,71,5,2011
8,neural networks,71,5,2011
8,mixture discriminant analysis,71,5,2011
8,Monte Carlo simulation study,71,5,2011
8,classification analysis,71,5,2011
1,standard setting,71,6,2011
1,bookmark method,71,6,2011
1,Rasch measurement theory,71,6,2011
2,computerized adaptive testing,71,6,2011
2,computerized classification testing,71,6,2011
2,item exposure control,71,6,2011
2,multiple-choice item,71,6,2011
2,sequential probability ratio test,71,6,2011
3,standard setting,71,6,2011
3,Angoff,71,6,2011
3,objective standard setting,71,6,2011
3,construct validity,71,6,2011
4,Bookmark procedure,71,6,2011
4,response probability criterion,71,6,2011
4,item difficulty gaps,71,6,2011
4,cut scores,71,6,2011
4,standard setting,71,6,2011
5,Full-information bifactor model,71,6,2011
5,item fit statistics,71,6,2011
5,multidimensional IRT model,71,6,2011
5,power,71,6,2011
5,Type I error rate,71,6,2011
6,classification,71,6,2011
6,personality,71,6,2011
6,adaptive testing,71,6,2011
6,stopping rule,71,6,2011
6,item pool,71,6,2011
7,DIF,71,6,2011
7,Mantel–Haenszel test,71,6,2011
7,Rasch DIF classifications,71,6,2011
7,Rasch model,71,6,2011
8,latent variable modeling,71,6,2011
8,multiple components,71,6,2011
8,parallel measures,71,6,2011
8,parameter constraint,71,6,2011
8,saturated model,71,6,2011
1,differential item functioning,72,1,2012
1,bias,72,1,2012
1,SAT,72,1,2012
1,item response theory,72,1,2012
1,standardization approach,72,1,2012
2,change scores,72,1,2012
2,difference scores,72,1,2012
2,reliability,72,1,2012
3,two-way DIF,72,1,2012
3,hierarchical generalized linear modeling (HGLM),72,1,2012
3,model selection strategies,72,1,2012
3,AIC,72,1,2012
3,BIC,72,1,2012
3,ABIC,72,1,2012
3,likelihood ratio tests,72,1,2012
4,item response theory,72,1,2012
4,factor analysis,72,1,2012
4,information,72,1,2012
4,reliability,72,1,2012
4,maximal reliability,72,1,2012
5,effect size,72,1,2012
5,ANOVA,72,1,2012
5,confidence intervals,72,1,2012
5,parametric,72,1,2012
5,bootstrap,72,1,2012
6,change,72,1,2012
6,equating,72,1,2012
6,ranking,72,1,2012
7,college outcomes,72,1,2012
7,mathematics items,72,1,2012
7,test validity,72,1,2012
8,cognitive diagnosis,72,1,2012
8,item response theory,72,1,2012
8,psychometrics,72,1,2012
9,English-language learners,72,1,2012
9,ability tests,72,1,2012
9,reliability,72,1,2012
9,generalizability,72,1,2012
10,exposure control procedure,72,1,2012
10,computerized adaptive testing,72,1,2012
10,item response theory,72,1,2012
1,factor analysis,72,2,2012
1,number of factors,72,2,2012
1,outliers,72,2,2012
2,multilevel modeling,72,2,2012
2,differential item functioning,72,2,2012
2,testlets,72,2,2012
3,standard setting,72,2,2012
3,Angoff procedure,72,2,2012
3,statistical bias,72,2,2012
3,cut-scores,72,2,2012
3,rounding,72,2,2012
4,item response theory,72,2,2012
4,mathematical reasoning,72,2,2012
4,reasoning speed,72,2,2012
4,reliability,72,2,2012
4,response latencies,72,2,2012
4,structural equation model,72,2,2012
5,IRT,72,2,2012
5,IRT scoring,72,2,2012
5,calibration,72,2,2012
5,standard error of measurement,72,2,2012
5,multiple imputation,72,2,2012
5,confidence envelope,72,2,2012
6,differential item functioning,72,2,2012
6,Mantel–Haenszel,72,2,2012
6,Type I error,72,2,2012
6,outlier,72,2,2012
6,robust statistics,72,2,2012
7,factor analysis,72,2,2012
7,motivation,72,2,2012
7,self-regulation,72,2,2012
8,ACCUPLACER,72,2,2012
8,postsecondary education,72,2,2012
8,developmental mathematics,72,2,2012
8,placement,72,2,2012
1,factor analysis,72,3,2012
1,number of factors,72,3,2012
1,parallel analysis,72,3,2012
2,binary variables,72,3,2012
2,parallel analysis,72,3,2012
2,Rasch model,72,3,2012
3,exploratory factor analysis,72,3,2012
3,number of factors,72,3,2012
3,outliers,72,3,2012
4,ability estimation,72,3,2012
4,differential item functioning,72,3,2012
4,effect size guidelines,72,3,2012
4,SIBTEST achievement gap,72,3,2012
4,racial group differences,72,3,2012
5,automated scoring,72,3,2012
5,oral reading fluency,72,3,2012
5,speech recognition,72,3,2012
6,CTT,72,3,2012
6,IRT,72,3,2012
6,predictive validity,72,3,2012
6,summated scores,72,3,2012
7,MIMIC,72,3,2012
7,measurement invariance,72,3,2012
7,differential item functioning,72,3,2012
7,measurement bias,72,3,2012
8,polytomous scoring,72,3,2012
8,innovative items,72,3,2012
8,computerized adaptive test,72,3,2012
8,Rasch model,72,3,2012
8,partial credit model,72,3,2012
9,adjusted <U+03C7>2/df,72,3,2012
9,bootstrap,72,3,2012
9,fit statistic,72,3,2012
9,item response theory,72,3,2012
1,Likert scale,72,4,2012
1,number of options,72,4,2012
1,item response theory,72,4,2012
2,partial credit model,72,4,2012
2,Rasch model,72,4,2012
2,Rasch rating model,72,4,2012
3,multistage test,72,4,2012
3,computerized adaptive test,72,4,2012
3,test assembly,72,4,2012
4,invariant item ordering,72,4,2012
4,nonparametric item response theory,72,4,2012
4,test construction,72,4,2012
5,equating,72,4,2012
5,simulation,72,4,2012
5,small samples,72,4,2012
6,assessment,72,4,2012
6,computer adaptive testing,72,4,2012
6,computer based testing,72,4,2012
6,content balancing,72,4,2012
7,bullying,72,4,2012
7,homophobia,72,4,2012
7,victimization,72,4,2012
7,scale,72,4,2012
7,aggression,72,4,2012
7,adolescents,72,4,2012
8,explanatory IRT models,72,4,2012
8,item response theory,72,4,2012
8,proficiency scaling,72,4,2012
9,differential item functioning,72,4,2012
9,item response theory,72,4,2012
9,matching variables,72,4,2012
9,scale purification,72,4,2012
9,likelihood ratio tests,72,4,2012
1,latent variable modeling,72,5,2012
1,measurement error,72,5,2012
1,observational study,72,5,2012
1,propensity score,72,5,2012
1,treatment effect,72,5,2012
2,English learners,72,5,2012
2,higher education,72,5,2012
2,outcomes assessment,72,5,2012
3,cross-classified model,72,5,2012
3,differential item functioning,72,5,2012
3,multilevel model,72,5,2012
3,testing accommodations,72,5,2012
4,Bayesian model comparison,72,5,2012
4,DIC,72,5,2012
4,CPO,72,5,2012
4,posterior predictive model checking,72,5,2012
4,graded response models,72,5,2012
4,multidimensionality,72,5,2012
4,local independence,72,5,2012
5,correlated-trait correlated-method,72,5,2012
5,model estimation,72,5,2012
5,MTMM matrix,72,5,2012
6,ability estimation,72,5,2012
6,individually administered intelligence test,72,5,2012
6,item response theory,72,5,2012
6,missing data,72,5,2012
6,nonresponses,72,5,2012
7,bootstrap,72,5,2012
7,confidence interval,72,5,2012
7,deattenuated correlation,72,5,2012
7,attenuation,72,5,2012
7,measurement error,72,5,2012
7,reliability,72,5,2012
8,differential item functioning,72,5,2012
8,item discrimination,72,5,2012
8,logistic regression,72,5,2012
8,Mantel–Haenszel,72,5,2012
8,Type I error,72,5,2012
9,classical test theory,72,5,2012
9,coefficient alpha,72,5,2012
9,coefficient omega,72,5,2012
9,range restriction,72,5,2012
9,reliability,72,5,2012
9,test–retest reliability,72,5,2012
1,intraclass correlation,72,6,2012
1,multilevel models,72,6,2012
1,standard errors,72,6,2012
2,structural equation modeling (SEM),72,6,2012
2,fit indices,72,6,2012
2,root mean square error of approximation (RMSEA),72,6,2012
3,automated test assembly,72,6,2012
3,randomization,72,6,2012
3,seed test,72,6,2012
4,factor loading,72,6,2012
4,latent variable modeling,72,6,2012
4,mean intercept,72,6,2012
4,measurement invariance,72,6,2012
4,model identification,72,6,2012
5,answer copying,72,6,2012
5,item response theory,72,6,2012
5,generalized binomial test,72,6,2012
5,multiple-choice tests,72,6,2012
5,cheating,72,6,2012
6,effect size,72,6,2012
6,logistic regression,72,6,2012
6,odds ratio,72,6,2012
6,R square,72,6,2012
7,administrative method,72,6,2012
7,comparison study,72,6,2012
7,experimental design,72,6,2012
7,measurement system,72,6,2012
8,confidence intervals,72,6,2012
8,significance testing,72,6,2012
8,statistical inference,72,6,2012
9,rationality,72,6,2012
9,decision-making styles,72,6,2012
9,indecisiveness,72,6,2012
1,multidimensionality,73,1,2013
1,structural coefficient bias,73,1,2013
1,bifactor model,73,1,2013
1,fit indices,73,1,2013
2,residual centering,73,1,2013
2,latent interaction,73,1,2013
2,structural equation modeling,73,1,2013
2,confirmatory factor analysis,73,1,2013
2,collinearity,73,1,2013
2,covariates,73,1,2013
3,ANCOVA,73,1,2013
3,difference score,73,1,2013
3,residual change score,73,1,2013
3,statistical power,73,1,2013
4,factor analysis,73,1,2013
4,binary variables,73,1,2013
4,parallel analysis,73,1,2013
4,two-parameter logistic model,73,1,2013
5,Rasch model,73,1,2013
5,rating scale model,73,1,2013
5,partial credit model,73,1,2013
5,ordered category formats,73,1,2013
5,polytomous Rasch model,73,1,2013
6,item response theory,73,1,2013
6,large-scale assessment,73,1,2013
6,linking,73,1,2013
7,Unproctored Internet Testing,73,1,2013
7,inconsistent response behavior,73,1,2013
7,computer-based testing,73,1,2013
7,cumulative sum statistic,73,1,2013
8,just identified model,73,1,2013
8,model identification,73,1,2013
8,saturated model,73,1,2013
8,structural equation modeling,73,1,2013
1,faking,73,2,2013
1,person fit,73,2,2013
1,item response theory,73,2,2013
1,structural equation modeling,73,2,2013
2,common factor,73,2,2013
2,interval estimation,73,2,2013
2,proportion explained test score variance,73,2,2013
3,school effectiveness,73,2,2013
3,value added,73,2,2013
3,secondary education,73,2,2013
3,student mobility,73,2,2013
3,multiple membership multiple classification (MMMC) models,73,2,2013
3,multilevel chained equations imputation,73,2,2013
4,admissions,73,2,2013
4,Advanced Placement,73,2,2013
4,validity,73,2,2013
5,item response model,73,2,2013
5,local dependence,73,2,2013
5,limited information goodness-of-fit statistics,73,2,2013
6,Bayesian ROC analysis,73,2,2013
6,classification analysis,73,2,2013
6,utility analysis,73,2,2013
7,differential item functioning,73,2,2013
7,delta plot,73,2,2013
7,item purification,73,2,2013
7,Type I error,73,2,2013
7,power,73,2,2013
8,noncompensatory multidimensional item response theory,73,2,2013
8,complex structures,73,2,2013
8,dimensionality assessment,73,2,2013
8,DETECT,73,2,2013
